top	sub
nlin/0612003	0805.4724
hep-th/0103239	hep-th/0702212
astro-ph/0405606	hep-th/0702212
hep-ph/0110317	hep-ph/0206064
hep-ph/0007108	hep-ph/0505212
hep-th/0703024	0708.1322
0910.1197	1009.5592
hep-ph/9810520	hep-ph/9910234
hep-ex/9903063	hep-ph/9910234
0811.3969	1004.2609
0808.2223	1111.0236
hep-th/9606139	1111.0236
1105.2854	1311.5860
1301.7225	1311.5860
0807.1003	1311.5860
1210.7619	1311.5860
1201.5305	1311.5860
hep-th/0603115	1508.05063
hep-th/0611123	1508.05063
astro-ph/0205436	1809.09958
1210.7114	1509.04726
hep-th/0209114	hep-th/0410155
hep-th/9506126	hep-th/0410155
hep-th/9702202	hep-th/0410155
1312.5416	1408.2841
1111.2615	1408.2841
hep-ph/0007108	1804.01966
1608.09011	1901.02637
1007.4049	1111.4952
hep-ph/0504269	1111.4952
hep-ph/9505326	1111.4952
0907.5542	1408.1955
gr-qc/0002095	1007.0937
1202.3060	1610.06554
1506.05829	1602.00254
0910.4347	1602.00254
hep-th/0207096	1407.4500
1003.5694	1805.12137
1009.6032	1805.12137
1705.10483	1805.12137
1210.2423	1805.12137
1710.01812	1805.12137
0808.1447	0908.3524
0707.1284	0908.3524
hep-lat/0506007	hep-lat/0609036
hep-ph/0301094	hep-lat/0609036
hep-lat/0410048	hep-lat/0609036
1109.4209	1108.2920
astro-ph/0205436	1303.0143
1212.5226	1303.0143
1302.6720	1303.0143
hep-lat/0605011	1110.6340
1301.4361	1311.6003
hep-th/9907186	hep-th/0206152
hep-th/9910054	hep-th/0206152
0902.1669	1604.07278
hep-ph/9701420	hep-ph/9708391
hep-th/9903077	0906.4727
1101.1619	1111.6544
1003.5694	1203.4244
1108.4060	1203.4244
hep-lat/9612006	1712.08430
0804.2110	0807.4054
0806.3727	0807.4054
0805.3125	0807.4054
0806.4959	0807.4054
hep-ph/0507272	hep-th/0612003
hep-th/0405161	hep-th/0612003
hep-th/0405175	hep-th/0612003
hep-th/9905217	hep-th/0612003
hep-ph/0411216	hep-ph/0508139
1202.5034	1205.5411
1101.2656	1205.5411
hep-th/0008075	0710.3513
hep-ph/9809481	astro-ph/9907113
hep-th/0609109	0802.0544
0712.0043	0802.0544
hep-th/0005049	0802.0544
hep-th/9610237	0802.0544
1605.01575	1807.02158
1405.3864	1812.06366
1207.5531	1506.00218
1304.6422	1506.00218
gr-qc/9904062	0905.0017
gr-qc/0105103	gr-qc/0011092
quant-ph/0407253	quant-ph/0506126
quant-ph/0112143	quant-ph/0506126
quant-ph/0304153	quant-ph/0506126
quant-ph/0408006	quant-ph/0506126
quant-ph/0408081	quant-ph/0506126
0905.4159	1006.5741
1210.0969	1311.2935
1112.3215	1311.2935
hep-ph/0103032	hep-ph/0104285
1802.08334	1812.01251
1109.3706	1709.01804
hep-th/0211006	gr-qc/0504076
quant-ph/9712023	quant-ph/0504078
0902.0814	1205.2692
1409.0144	1802.04264
1503.08245	1802.04264
astro-ph/9509147	astro-ph/9602019
hep-th/9504090	hep-th/9505123
hep-th/9504047	hep-th/9505123
1103.5758	1402.1227
hep-th/0403001	1402.1227
1601.07942	1705.05473
hep-th/0103239	1604.08032
1502.06497	1604.08032
1207.1120	1708.01530
1601.05779	1708.01530
1212.5226	1708.01530
1311.0866	1708.01530
astro-ph/9712030	1708.01530
1307.5248	1312.4004
0811.0394	1312.4004
1202.5851	1405.0221
1404.7855	1405.0221
1403.5549	1405.0221
hep-ex/0608023	1212.4214
hep-th/9909137	1110.5327
0707.2315	1110.5327
math/0511118	0705.4440
0808.3770	1204.1569
hep-ph/0212132	hep-ph/0511006
hep-ph/0108117	hep-ph/0511006
0905.1702	0905.1706
1205.1439	1409.6290
1611.04051	1808.05599
hep-ph/9610305	hep-ph/9905433
hep-lat/9811003	hep-ph/9905433
1511.02867	1612.06269
1107.5337	1202.3138
1111.1232	1202.3138
hep-th/9908193	1202.3138
0808.2223	1202.3138
hep-th/9604179	hep-th/9803103
hep-th/9702202	hep-th/9803103
hep-th/9607020	hep-th/9910054
hep-th/9906242	hep-th/9910054
hep-th/9706110	hep-th/9910054
0806.1046	1303.6000
1111.6544	1303.6000
0909.3224	1303.6000
1010.3722	1303.6000
1103.4126	1303.6000
hep-th/0305132	1501.06542
1204.4709	1501.06542
hep-ph/9809426	hep-ph/0106320
math-ph/0610067	1202.4420
1505.04480	1509.04044
1403.4427	1509.04044
1208.1134	1503.04431
1103.3010	1112.2579
hep-th/0209203	hep-th/0212126
astro-ph/0508542	0810.2594
astro-ph/0404229	0810.2594
0801.0280	0810.2594
quant-ph/0102024	math/0601375
quant-ph/0404076	math/0601375
1212.5226	1412.3764
hep-th/0402046	1412.3764
1406.6300	1412.3764
gr-qc/0212077	1802.02588
gr-qc/0503022	1802.02588
1706.07811	1802.02588
1703.04748	1802.02588
1506.08571	1802.02588
0909.2027	1802.02588
1705.11136	1711.05914
1703.05502	1711.05914
hep-ph/0405247	hep-ph/0603200
0911.3480	1203.5320
nucl-th/0505052	1203.5320
1011.0695	1203.5320
hep-lat/0607017	1203.5320
hep-lat/9905004	1203.5320
hep-ph/0512190	hep-ph/0612287
hep-ph/9612261	hep-ph/0612287
hep-ph/0104051	hep-ph/0612287
0712.1223	1008.2958
hep-th/0403047	1008.2958
1308.5605	1502.00925
hep-ph/9605323	1502.00925
hep-lat/0206003	hep-th/0212284
hep-th/0106069	hep-th/0108157
astro-ph/0510519	1004.4298
0802.1634	1004.4298
hep-ph/9905351	hep-ph/0601229
hep-ph/0210027	hep-ph/0601229
hep-ph/0509090	hep-ph/0601229
0806.1449	1006.1710
hep-ph/0204286	hep-ph/0301276
nucl-th/0206001	hep-ph/0301276
astro-ph/9907113	hep-ph/0301276
1007.4415	1011.4159
0806.4959	1505.00783
hep-th/0307042	1505.00783
0712.2743	1505.00783
astro-ph/0702187	0812.0367
0708.2865	0812.0367
hep-th/0403001	0812.0367
0802.1634	0812.0367
1206.5770	1508.06735
1310.0643	1508.06735
1207.1613	1508.06735
hep-ph/0308036	hep-ph/0409274
hep-ph/9911294	hep-ph/0409274
1707.08135	1804.08686
hep-lat/0701013	0810.0040
0707.1284	0808.1447
1610.01465	1708.02071
math/0310067	0806.0159
hep-lat/0506007	1010.5120
1005.3035	1206.5225
0905.0932	1206.5225
1711.03121	1812.05225
1602.03842	1812.05225
1205.6622	1410.5210
gr-qc/0605013	1011.1843
gr-qc/0502065	1011.1843
gr-qc/0202064	1212.4726
astro-ph/0012336	1212.4726
1104.0699	1206.0186
hep-ph/9707425	0704.2880
nlin/0610017	0911.2224
hep-th/9807160	0911.2224
hep-th/0609044	0911.2224
1011.1964	1301.3231
hep-ph/0405048	0706.2332
0708.1277	1708.07510
hep-ph/0306156	1708.07510
0812.4168	1708.07510
1212.0480	1708.07510
1010.2743	1708.07510
hep-th/0111129	1809.03978
hep-th/9610237	0812.5103
0803.2360	1012.5105
hep-ph/0307266	hep-ph/0307359
hep-ph/0302054	hep-ph/0307359
hep-ph/0306265	hep-ph/0307359
hep-ph/0304276	hep-ph/0307359
1508.01173	1706.08537
1502.05653	1706.08537
0709.1029	1706.08537
1408.6530	1706.08537
0802.0891	1807.11009
0910.3604	1807.11009
1207.5018	1207.6546
hep-ph/9605323	1207.6546
1102.2443	1207.6546
0804.2110	0806.3727
hep-th/0702120	0806.3727
hep-ph/9605323	0904.2665
0807.3120	1401.0006
0903.3602	1111.5661
0709.1888	1004.2181
hep-ph/9911294	1004.2181
hep-th/0106145	1004.2181
1005.3035	1804.08899
1206.1323	1804.08899
hep-ph/0406058	0904.3023
cond-mat/0607835	0904.3023
1106.2822	1407.4357
quant-ph/0103098	quant-ph/0307104
0809.0007	0809.1637
hep-th/0108143	hep-th/0303091
0905.0688	1203.0561
0804.2110	0806.3520
0805.3125	0806.3520
1504.02098	1601.08225
astro-ph/0307249	0704.0626
hep-th/0103239	1406.5896
0903.0402	0907.1640
hep-ph/0510105	1404.7855
1403.5549	1404.7855
0706.4482	1007.3443
0907.1660	1007.3443
hep-ph/9908456	hep-ph/0105221
hep-th/9504047	hep-th/9504090
1507.00981	1704.03793
1503.08671	1705.09239
1312.6165	1602.04523
hep-ph/9809287	hep-ph/9812252
hep-ph/9709495	hep-ph/9812252
hep-ph/9411211	hep-ph/9812252
hep-ph/9605323	hep-ph/9812252
hep-ph/9605229	hep-ph/9812252
1512.06212	1601.02001
1806.06509	1812.08941
hep-th/0309246	1703.04748
nlin/0610017	0909.2226
0902.1681	0909.2226
0711.4187	1006.5390
hep-th/9903077	hep-ph/0211425
1210.2423	1306.3565
1412.3108	1412.5365
1102.4632	1412.5365
1412.2730	1412.5365
hep-th/9909137	0704.3413
1410.6287	1703.05327
1408.6530	1703.05327
1612.05235	1709.03985
1601.01898	1709.03985
1408.6239	1409.0780
1309.0368	1409.0780
1408.6601	1409.0780
0712.1937	1412.3459
hep-ph/9805473	1412.3459
1210.0438	1512.06212
1112.6297	1512.06212
0903.3986	1502.05915
0712.1937	0911.0001
0707.0209	0911.0001
1809.00600	1901.05433
quant-ph/0202034	1206.5822
quant-ph/0106148	1206.5822
astro-ph/0603647	astro-ph/0608193
1005.2461	1106.6315
1311.2401	1308.3439
1102.2347	1308.3439
hep-ph/0502164	0708.3665
0707.0899	0708.3665
1202.3415	1205.6434
1207.1716	1205.6434
astro-ph/0404229	1011.6122
0709.1517	1011.6122
astro-ph/9904398	1011.6122
0911.2838	1011.6122
hep-th/0203265	1011.6122
gr-qc/0202064	1011.6122
hep-th/0302168	hep-th/0206251
hep-th/0108034	hep-th/0206251
hep-th/0104181	hep-th/0106276
1002.1722	1210.0096
astro-ph/0205436	1004.5467
0907.1660	1004.5467
0808.0874	1704.05034
1506.09186	1704.05034
1211.3494	1705.05469
nucl-th/0304013	hep-ph/0609211
1412.1477	1705.00592
1601.03566	1705.00592
1604.07894	1705.00592
1305.6933	1603.00151
hep-th/0202014	hep-th/0206239
hep-ph/0407101	hep-th/0409240
hep-th/0408132	hep-th/0409240
hep-th/9606093	hep-th/9612004
hep-ph/9612261	hep-ph/9704347
hep-ph/9605387	hep-ph/9704347
1106.2822	1107.5879
hep-ph/9711514	1711.00990
1603.05234	1711.00990
1709.07865	1711.00990
0912.5297	1711.00990
1605.03665	1711.00990
1112.3061	1607.03504
1408.3835	1607.03504
1212.0480	1607.03504
1708.01530	1806.07653
hep-th/9610076	hep-th/0203025
hep-th/9608047	hep-th/0203025
1403.4427	1607.08432
1505.04825	1607.08432
1404.7450	1607.08432
1301.2846	1607.08432
hep-ph/9603337	1607.08432
hep-ph/0304002	1012.0767
hep-ph/0306158	hep-ph/0307203
hep-ph/0304132	hep-ph/0307203
1004.1115	1201.5025
1311.7151	1407.4251
astro-ph/0401378	0707.0209
1108.2920	1111.4049
1506.04142	1606.03820
1011.1964	1606.03820
1301.3231	1606.03820
hep-th/0410041	hep-th/0410295
hep-ph/0401116	hep-th/0410295
0707.0633	1411.6344
0912.4429	1302.3419
1606.04017	1609.05721
math/0510455	1609.09476
1104.3993	1702.03163
1707.05423	1811.02173
1811.01895	1811.02173
1802.06489	1811.02173
1406.7331	1411.2569
math/0605339	1411.2569
math/0701333	1411.2569
hep-th/9808141	hep-th/9905044
0809.4264	1506.05016
hep-th/9712251	1506.05016
astro-ph/0205436	0706.3887
astro-ph/0504383	0706.3887
0903.1106	0706.3887
astro-ph/0012324	0706.3887
1803.02369	1805.06899
1706.07070	1805.06899
1403.5679	1510.07551
1505.02616	1510.07551
1210.4403	1311.3624
1203.1036	1705.03898
hep-th/0408073	1511.02078
hep-th/0203265	1511.02078
hep-th/0003221	1511.02078
0807.3324	1511.02078
0903.2019	1511.02078
0806.4309	0807.0999
1607.05360	1704.07419
0711.4060	0711.2065
hep-ph/9808202	1001.5467
0803.2775	1001.5467
0903.1886	1001.5467
hep-ph/0007315	1001.5467
1012.3293	1106.4298
hep-th/9804058	1106.4298
hep-ph/9706554	hep-th/0611006
hep-th/0403001	hep-th/0611006
hep-th/9804058	hep-th/9906151
0810.0635	0909.1798
0709.1258	1206.0085
hep-th/9906119	1403.4297
hep-th/9811244	hep-th/0609176
hep-th/0510019	hep-th/0609176
1604.06108	1705.01949
1011.5120	1705.01949
1210.2423	1705.01949
0811.1643	1101.2147
hep-ph/0407101	1312.0610
1311.2935	1312.0610
1301.0879	1412.6837
hep-th/0202187	hep-th/0207214
hep-th/0103239	hep-th/0207214
hep-th/9710014	hep-th/0207214
1611.07507	1710.05101
1110.2675	1207.0380
astro-ph/0012336	astro-ph/0111091
1107.4789	1607.05084
astro-ph/9907113	hep-ph/0506280
1009.3521	1412.6282
hep-ph/0310198	hep-ph/0412338
0909.4285	1601.04128
1610.06112	1712.01983
hep-th/0408048	0812.4055
gr-qc/0405060	0812.4055
gr-qc/0110034	0812.4055
0705.0521	0812.4844
1502.01189	1508.06544
gr-qc/0202064	1508.06544
0811.1333	1508.06544
1502.04745	1805.01604
hep-th/0307042	hep-th/0402039
hep-th/0205131	hep-th/0402039
hep-th/0003203	hep-th/0402039
0905.4159	0910.2211
1512.08856	1707.03885
1102.0068	1206.5770
1102.4785	1206.5770
0707.0633	0911.0540
hep-th/9612010	hep-th/9901099
1602.03842	1704.06784
1610.09713	1704.06784
1507.07100	1704.06784
hep-ph/0601150	0901.2559
0910.3144	1206.2897
1506.06604	1703.10852
1104.4958	1703.10852
1312.3951	1403.4936
1209.3587	1801.02174
1507.05809	1801.02174
0704.0286	0706.1303
gr-qc/0012049	1206.3554
0706.0490	1312.2285
0809.4596	1312.2285
0706.1522	1312.2285
hep-ph/0505212	1312.2285
1512.02830	1809.02616
1712.06147	1809.02616
hep-th/9702008	hep-th/0205131
astro-ph/9904398	astro-ph/0403622
astro-ph/0308284	astro-ph/0403622
gr-qc/0403084	astro-ph/0403622
1512.06182	1810.01802
1105.3445	1810.01802
1412.2730	1810.01802
1304.5433	1508.04119
1106.2822	1305.6900
hep-ph/0308036	1504.02750
hep-ph/0404165	hep-ph/0407204
hep-ph/0202255	hep-ph/0407204
0910.5875	1205.2575
0901.4310	1205.2575
0905.3532	0910.0594
0905.0055	0910.0594
0901.0599	0910.0594
1608.07283	1612.09226
astro-ph/0301568	0912.5297
astro-ph/0702072	0912.5297
hep-th/0203265	1705.04879
nucl-th/9909021	nucl-th/0306043
0809.5142	0903.1106
1509.04044	1812.08072
1706.01002	1812.08072
hep-th/9911230	1806.01849
hep-ph/0207226	hep-ph/0207276
1703.07364	1808.04901
1610.07606	1808.04901
1406.0617	1808.04901
1306.4710	1808.04901
1004.0649	1808.04901
0807.0981	1808.04901
1211.0250	1808.04901
1202.5300	1408.2960
1210.2423	1408.2960
hep-th/0701278	0807.1293
0711.2445	0807.1293
1003.1732	1312.1326
1003.2403	1312.1326
hep-th/0512216	1407.6364
1311.2935	1407.6364
hep-th/9610148	hep-th/9702008
hep-th/9701037	hep-th/9702008
hep-ph/0510309	hep-ex/0609025
1008.5023	1812.00384
hep-ph/0409216	1705.09978
1704.03008	1705.09978
hep-th/0307042	1301.2938
0710.0863	1705.10329
1106.5365	1705.10329
hep-th/0504040	1705.10329
hep-ph/0505211	1705.10695
1806.01849	1901.08091
1812.10491	1901.08091
0809.3533	1109.2149
hep-th/0201042	1109.2149
hep-ph/0002183	hep-ph/0211395
hep-ph/0210391	hep-ph/0211395
hep-ph/0110163	hep-ph/0211395
hep-ph/0110127	hep-ph/0211395
1707.08475	1804.00104
1212.5226	1212.6943
1108.3071	1812.11757
1809.09615	1812.11757
1607.05705	1812.11757
1609.03527	1812.11757
1509.05391	1812.11757
1804.08642	1812.11757
0712.2355	1505.04480
quant-ph/0307120	quant-ph/0407143
hep-th/0106133	1006.0192
hep-th/9604179	hep-th/9607027
hep-th/9905034	hep-th/0003221
1301.7225	1405.5834
hep-th/9910181	hep-th/0002169
hep-ph/0207056	hep-th/0209206
hep-lat/0603010	1003.4792
1207.6812	1205.3860
0804.4555	0811.4743
hep-lat/0601012	0811.4743
0806.4959	0810.2008
hep-th/0609044	0810.2008
1310.3832	1703.08599
hep-ph/0011335	1306.4710
1302.6589	1306.4710
1412.8379	1711.07944
1610.04172	1711.07944
hep-lat/0510014	hep-ph/0511033
quant-ph/9712023	quant-ph/0010112
hep-th/0703024	0807.5127
0708.3233	0807.5127
hep-th/0607249	0708.3233
astro-ph/0607511	1810.03514
1603.05663	1701.09167
1401.5212	1701.09167
1302.6589	1603.06584
astro-ph/9811296	1603.06584
1304.6718	1603.06584
0710.3513	0909.1669
hep-th/0001212	hep-th/0205074
hep-th/9606139	hep-th/0205074
hep-ph/0509206	0706.0490
hep-ph/0505212	0706.0490
hep-ph/0507094	1408.5134
1407.2532	1408.5134
1102.2443	1408.5134
hep-ph/0410259	1408.5134
1710.04220	1803.02369
1009.6032	1012.3389
1702.05103	1710.00830
1703.06836	1710.00830
1001.4535	1304.0623
1303.3357	1411.0320
1107.4789	1812.10529
1412.6302	1812.10529
1107.4789	1110.0152
1303.5098	1305.1649
1204.1252	1305.1649
1105.3434	1305.1649
0802.2962	0807.2361
hep-ph/0608042	0807.2361
hep-ph/0204286	hep-ph/0211236
1405.3692	1808.08082
1703.07364	1808.08082
1308.5897	1808.08082
0705.0924	0708.1472
hep-ph/0304132	hep-ph/0603106
hep-ph/9910275	hep-ph/0603106
0705.4137	math/0102058
hep-lat/0609024	0909.4866
astro-ph/0504383	0809.5142
0803.2775	1101.2482
hep-ex/0505061	1101.2482
1601.03908	1612.00865
0707.1863	1003.0395
quant-ph/0505151	quant-ph/0506124
hep-ph/0511206	1211.5409
astro-ph/0402541	0902.4699
astro-ph/0701510	0902.4699
1703.05502	1804.06514
1502.01852	1508.01722
hep-th/0110093	1006.0717
0911.2449	1006.0717
hep-th/0101071	1006.0717
1606.07673	1609.06326
0704.2783	1105.3732
1604.03045	1607.01320
hep-ph/0011335	1607.01320
hep-ph/0702097	1607.01320
hep-ph/0112109	1607.01320
0904.2173	1607.01320
1303.5098	1607.01320
1507.08433	1607.01320
0707.0633	1607.01320
0806.0051	1208.5999
hep-th/9701037	1605.04705
hep-th/9702008	1605.04705
0908.4272	1510.02739
0704.2783	1807.06381
1101.2661	1304.7240
1305.2011	1406.1804
0801.3657	1611.04592
1309.5792	1408.1715
1202.3060	1408.1715
astro-ph/0509697	astro-ph/0605256
hep-th/0206145	1804.02162
1202.2274	1804.02162
1006.0099	1804.02162
1601.01800	1804.02162
1012.3081	1804.02162
hep-ph/0612081	hep-ph/0703245
hep-ph/0110317	hep-ph/0703245
math/0309214	math/0502428
0907.5542	1704.05075
1304.7240	1704.05075
0805.0762	1707.03766
math/0310283	0811.4703
0809.3976	0811.4703
1811.01983	1811.03113
hep-ph/0605153	1010.0935
1102.0068	1102.4785
astro-ph/0309364	astro-ph/0308206
1312.6163	1312.0843
hep-th/9504047	hep-th/9512060
0808.2840	0902.1494
1212.5226	1409.2464
astro-ph/0610691	0903.4925
1404.3749	1804.05959
hep-th/0307042	nlin/0610017
hep-th/0609044	nlin/0610017
nucl-ex/0404029	nucl-th/0509046
0803.4039	0911.2838
0705.0924	0911.2838
astro-ph/9904398	0911.2838
0901.1441	0911.2838
hep-ph/0601196	0907.0482
1709.06553	1809.11105
1607.00389	1901.05933
1502.05653	1901.05933
hep-ph/0112045	1901.05933
0712.2355	1901.05933
1706.08537	1901.05933
1708.08232	1901.05933
1610.03018	1704.06993
1502.01852	1808.09897
1612.09038	1707.08571
1310.7945	1707.08571
1011.1915	1707.08571
astro-ph/0407623	1707.08571
1411.5182	1608.07283
1505.00853	1611.04905
hep-th/9710032	gr-qc/9908047
astro-ph/0206372	astro-ph/0508156
0706.1768	1502.01574
hep-th/9910082	1502.01574
hep-th/0005122	hep-th/0601123
alg-geom/9603021	1208.6244
hep-ph/0004192	hep-ph/0410047
hep-ph/0002238	hep-ph/0111276
1408.4169	1510.05797
1201.5265	1309.1442
1105.5167	1309.1442
astro-ph/0510519	astro-ph/0701900
gr-qc/0611127	astro-ph/0701900
astro-ph/9706128	astro-ph/0701900
gr-qc/0307052	astro-ph/0701900
0811.1555	0902.0814
hep-th/0103099	1310.1091
1111.3656	1307.6263
hep-th/0108237	gr-qc/0104008
hep-ph/0304203	hep-ph/0212133
0912.2346	1609.02555
hep-ph/0011335	1609.02555
hep-th/0102046	hep-th/0104073
hep-th/0103239	hep-th/0104073
hep-th/0105199	hep-th/0104073
hep-th/9910252	0901.4666
0903.5345	1011.2519
1806.03287	1812.10659
1010.4798	1111.5048
hep-lat/0201017	1111.5048
hep-ph/0103271	1111.5048
hep-ph/0202255	1111.5048
1506.00896	1605.04482
0912.5297	1605.04482
0807.4054	0808.2473
0805.3125	0808.2473
1106.4068	1504.08194
hep-th/0309103	gr-qc/0510125
hep-th/0206152	hep-th/0602041
hep-th/9710014	hep-th/0012142
1502.01852	1811.12030
1503.07443	1703.00670
1302.3535	1703.00670
1011.0375	1703.00670
1109.2501	1703.00670
0706.1522	1703.00670
1502.07652	1703.00670
1305.7052	1703.00670
1011.2783	1703.00670
1502.04745	1703.00670
1312.3689	1703.00670
1401.4467	1703.00670
1404.7302	1405.3055
nucl-ex/0307022	1405.3055
1404.5220	1610.01665
astro-ph/0105317	1610.01665
1310.3832	1511.05970
1311.3292	1511.05970
0712.3400	0804.1554
1210.7619	1504.05085
1212.5226	1504.05085
hep-th/0610145	1109.4592
hep-ph/0404097	1507.07692
0904.0726	1403.5944
hep-th/0108157	1107.1928
hep-ph/0603106	hep-ph/0607313
1512.01296	1601.05679
hep-ph/0410047	1601.05679
hep-th/9812251	math-ph/0402072
1008.5023	1512.02611
gr-qc/0011092	hep-th/0604205
hep-th/0107177	hep-th/0201227
1112.4652	1203.4248
1202.2274	1512.04402
hep-th/0505153	hep-th/0606175
0807.3324	1604.05092
1108.0677	1604.05092
1311.6471	1604.05092
0802.0891	0810.2022
0708.2362	0810.2022
hep-ph/0412200	0705.3686
1206.2341	1304.5741
1207.5018	1407.2532
0908.4272	1407.2532
hep-ph/9605323	1407.2532
hep-th/9710014	hep-th/9807185
hep-th/9804159	hep-th/9807185
1810.13412	1811.12907
0810.5336	1811.12907
gr-qc/0103018	1811.12907
gr-qc/0601091	1811.12907
1602.03842	1811.12907
1610.09713	1811.12907
1506.03492	1811.12907
0901.3258	1811.12907
hep-ph/9711514	1310.4615
1003.3459	1310.4615
1610.09889	1808.03728
0908.1972	1310.5741
hep-th/0412063	1306.5994
1004.3736	1208.3880
hep-th/0205131	1208.3880
hep-ph/9911294	1204.2448
1306.2274	1509.00805
1502.02923	1509.00805
1104.4787	1509.00805
1111.7158	1310.5897
hep-th/9812082	hep-th/0004098
astro-ph/0001493	astro-ph/0005287
1412.2302	1712.02890
1708.02709	1712.02890
astro-ph/0403622	hep-th/0505215
hep-th/0501025	hep-th/0505215
astro-ph/0412638	hep-th/0505215
astro-ph/0402265	hep-th/0505215
gr-qc/0403084	hep-th/0505215
hep-th/0610145	1602.05593
1108.0677	1602.05593
1011.2783	1602.05593
hep-ph/9905282	hep-ph/0601196
1806.05970	1807.06471
1402.1227	1703.01750
astro-ph/0702187	1703.01750
1403.5549	1703.01750
1405.6826	1703.01750
0803.3085	1703.01750
hep-th/0403203	1703.01750
hep-th/0203265	1703.01750
hep-th/0003221	1703.01750
1503.07287	1703.01750
astro-ph/9710072	1308.5710
1303.0300	1308.5710
0905.3270	1308.5710
hep-lat/0410048	hep-ph/0411289
hep-ph/0011335	1212.6272
0712.1937	1208.0834
0706.3909	1208.0834
hep-th/9910267	1802.00018
1108.0677	1802.00018
hep-th/0304217	1802.00018
1608.08969	1705.06317
0710.4344	1705.06317
1211.2808	1304.6733
hep-ph/0407072	hep-ph/0412255
0811.4174	0910.1067
hep-th/9506126	hep-th/0007037
0810.4110	0811.1555
1012.1254	1103.5854
0709.0693	1103.5854
hep-th/0602281	1103.5854
1510.02927	1605.01101
hep-th/9706110	hep-ph/0006248
hep-th/0610145	1110.0063
1106.1874	1410.2242
0911.0001	1410.2242
0707.0209	1410.2242
1309.4780	1410.2242
1404.2318	1410.2242
1202.2274	1707.09298
1210.8161	1405.7160
hep-ph/9712493	hep-ph/9807305
1106.4068	1308.6119
hep-ph/9811428	hep-ph/0110045
1201.5305	1204.5977
hep-ph/9612261	1204.5977
1112.2703	1204.5977
0712.2743	1801.02627
0902.3519	1801.02627
hep-ph/9605323	1801.02627
1506.05791	1601.04016
hep-ph/0606230	0808.0315
hep-th/9703183	1507.01421
1508.05940	1512.02184
1511.02148	1512.02184
1405.4914	1512.02184
1506.06064	1512.02184
1412.6302	1512.02184
1512.00472	1512.02184
0803.3085	0912.1857
0907.2916	0912.1857
hep-th/0203265	0912.1857
1109.2117	1111.2327
gr-qc/0307052	astro-ph/0308284
0901.3258	1601.02661
1001.5029	1601.02661
hep-th/9311012	hep-th/9403191
0907.2637	1606.02532
gr-qc/0111005	1606.02532
1711.04370	1804.10823
hep-th/0602010	hep-th/0610145
hep-th/0403047	1410.6310
astro-ph/9904398	0710.4151
hep-ph/9811202	1502.02210
1112.2703	1502.02210
0805.4004	0806.3964
0704.1503	1103.3519
0911.0973	1107.1440
gr-qc/9908059	1107.1440
gr-qc/9906088	1107.1440
1705.05473	1808.03836
1803.00549	1808.03836
1001.5029	1808.03836
hep-ph/0304182	hep-ph/0401032
hep-ph/0202093	hep-ph/0401032
1212.5226	1301.0983
1103.3728	1106.2088
gr-qc/0306072	gr-qc/0602063
1304.5368	1510.06648
hep-lat/0308019	hep-lat/0511021
1106.2540	1308.1096
0806.0971	1211.1571
1210.7114	1810.01882
1501.07803	1810.01882
